Источник,Год публикации,Автор,Страна,Место,Ссылка,Примерные координаты,Широта ,Долгота,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,"Сумская обл.: Лебединский р-н: УСПЗ, отд. «Михайловская целина» ",https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,"50.583, 34.583",50.583,34.583,
,,,,Ровенская обл.: Дубровицкий р-н: с. Переброды,,"51.583, 26.550",51.583,28.550,
,,,,Ровенская обл.: Старобельское л-во,,"49.233, 38.450",49.233,38.450,
,,,,Ровенская обл.: Сарненский р-н: оз. Сомино;-,,"51.316, 26.616",51.316,26.616,
,,,,Киевская обл.: г. Киев: Пуща-Водица;,,"50.500, 30.250",50.500,30.250,
,,,,Киевская обл.: окр. Троещины,,"50.500, 30.600",50.500,30.600,
,,,,Киевская обл.: оз. Редькино (Министерка),,"50.517, 30.500",50.517,30.500,
,,,,"Киевская обл.: лев. берег р. Днепр, ур. Горбачиха.",,"50.433, 30.583",50.433,30.583,
,,,,Киевская обл.: Феофания,,"50.350, 30.483",50.350,30.483,
,,,,"Киевская обл.: о. Муромец на Днепре, заказник «Урочище Бобровня»",,"50.483, 30.500",50.483,30.500,
,,,,Киевская обл.: окр. Киева: лес к зап. от Новобеличей;,,"50.483, 30.517",50.483,30.517,
,,,,"Киевская обл.: окр. г. Ирпень, 2–3 км ЮВ, ур. Любка",,"50.500, 30.500",50.500,30.500,
,,,,Киевская обл.: с. Круглик,,"50.450, 30.500",50.450,30.500,
,,,,Киевская обл.: Кагарлыцкий р-н: окр. с. Стретов,,"49.783, 30.750",49.783,30.750,
,,,,Луганская обл.: Станично-Луганский р-н: пгт Кондрашевская Новая,,"48.667, 39.533",48.667,39.533,
,,,,"Луганская обл.: Станично-Луганский р-н: ЛПЗ, отд. «Придонцовская пойма»",,"48.667, 39.533",48.667,39.533,
,,,,"Луганская обл.: Меловской р-н: ЛПЗ, отд. «Стрельцовская степь»",,"49.100, 38.500",49.100,38.500,
,,,,Донецкая обл.: г. Донецк,,"48.000, 37.800",48.000,37.800,
,,,,Донецкая обл.: Краснолиманский р-н: с. Торское,,"48.983, 37.950",48.983,37.950,
,,,,Донецкая обл.: Артемовский р-н: с. Дроновка; ,,"48.733, 38.067",48.733,38.067,
,,,,"Донецкая обл.: Артемовский р-н: УСПЗ, отд. «Меловая флора»",,"48.800, 37.833",48.800,37.833,
,,,,Донецкая обл.: Славянский р-н: с. Богородичное,,"49.017, 37.533",49.017,37.533,
,,,,Донецкая обл.: Першотравневый р-н: л-во «Азовская дача»,,"47.017, 37.483",47.017,37.483,
,,,,Донецкая обл.: Володарский р-н: пгт Володарское,,"47.117, 37.483",47.117,37.483,
,,,,"Донецкая обл.: Володарский р-н: УСПЗ, отд. «Каменные могилы»",,"47.117, 37.483",47.117,37.483,
,,,,Днепропетровская обл.: Синельниковский р-н: окр. с. Раевка,,"48.333, 36.000",48.333,36.000,
,,,,Днепропетровская обл.: Новомосковский р-н: окр. с. Андреевка,,"48.667, 35.167",48.667,35.167,
Вредители тополей в восточной части Украины и в Крыму,1963,"Г. А. Тимченко, А. Г. Тремль",Украина,старая Гута,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjA-LmAv-yTAxVwKhAIHZJuGLkQFnoECBoQAQ&url=https%3A%2F%2Fwww.zin.ru%2Fjournals%2Fentrev%2FPDF%2Farchive%2Fpdf_papers%2F1963.42%2F1963.42(4)_793-810.pdf&usg=AOvVaw2ZfHMlbZWWjLlHQcEgemB8&opi=89978449,"50.2656, 27.6378",50.2656,27.6378,
,,,,г. Симферополь,,"44.9522, 34.1024",44.9522,34.1024,
"Обзор жуков-златок (Coleoptera, Buprestidae) Монгольской Народной Республики",1989,"А.В. Алексеев, М.Г. Волкович",Монголия,с. Шамар,https://elibrary.ru/item.asp?id=26646916,"50.1137, 106.1843",50.1137,106.1843,
,,,,75км ЮЗ Баян-Дуна,,"49.244, 112.624",49.244,112.624,
,,,,"г.Дэрхин-Цаган-Обо, 60км ВСВ Баян-Бурда",,"46.367, 99.633",46.367,99.633,
Общегеографическая характеристика районов среднего и нижнего течения р. Урала.,1952,Л.В. Арнольди,Россия,Бурлинский р-н: с. Утвинское,пдф зин,"51.4614, 52.7942",51.4614,52.7942,
О лесостепных источниках и характере проникновения в степь лесных насекомых при степном лесоразведении,1953,Л.В. Арнольди,Россия,Теллерман,пдф зин,"51.3650, 42.0481",51.3650,42.0481,
,,,,Змиев,,"49.6847, 36.3372",49.6847,36.3372,
,,,,Святогорск,,"49.0333, 37.5833",49.0333,37.5833,
,,,,Деркуль,,"48.9956, 39.6922",48.9956,39.6922,
,,,,Каменск,,"48.3200, 40.2700",48.3200,40.2700,
,,,,Донлесхоз,,"49.2000, 40.2000",49.2000,40.2000,
,,,,Манычлесхоз,,"46.5000, 43.0000",46.5000,43.0000,
"Die Buprestiden Ungarns, mit Beschreibung neuer Formen (Coleopt.).",1940, Z. Коszab,Венгрия,г. Будапешт: Alag,пдф зин,"47.492, 19.165",47.492,19.165,
,,,,дер. Bakonybél,,"47.255, 17.727",47.255,17.727,
,,,,дер. Bátorliget,,"47.760, 22.271",47.760,22.271,
,,,,г. Будапешт: Budafok,,"47.423, 19.033",47.423,19.033,
,,,,г. Budaörs,,"47.461, 18.957",47.461,18.957,
,,,,г. Будапешт:,,"47.497, 19.040",47.497,19.040,
,,,,дер. Bugac,,"46.691, 19.683",46.691,19.683,
,,,,г. Будапешт: Csepel,,"47.428, 19.083",47.428,19.083,
,,,,г. Debrecen,,"47.531, 21.624",47.531,21.624,
,,,,гора Вишеград: перевал Dobogókő,,"47.722, 18.888",47.722,18.888,
,,,,г. Dombovár,,"46.381, 18.128",46.381,18.128,
,,,,г. Esztergom,,"47.786, 18.736",47.786,18.736,
,,,,дер. Fenyőfő,,"47.350, 17.767",47.350,17.767,
,,,,г. Gödöllő,,"47.598, 19.358",47.598,19.358,
,,,,г. Győr,,"47.687, 17.650",47.687,17.650,
,,,,г. Isaszeg,,"47.529, 19.402",47.529,19.402,
,,,,дер. Kakasd,,"46.349, 18.583",46.349,18.583,
,,,,г. Kalocsa,,"46.526, 18.986",46.526,18.986,
,,,,г. Будапешт: Káposztásmegyer,,"47.572, 19.088",47.572,19.088,
,,,,дер. Királd,,"48.392, 20.632",48.392,20.632,
,,,,г. Kiskúnfélegyháza,,"46.707, 19.845",46.707,19.845,
,,,,г. Будапешт: Kistétény,,"47.408, 19.013",47.408,19.013,
,,,,дер. Kőszeg,,"47.389, 16.539",47.389,16.539,
,,,,г. Kövesd,,"46.362, 18.435",46.362,18.435,
,,,,г. Makó,,"46.215, 20.485",46.215,20.485,
,,,,г. Mezőhegyes,,"46.315, 20.824",46.315,20.824,
,,,,остров Mohácsi-sziget,,"45.996, 18.715",45.996,18.715,
,,,,дер. Nagyláng,,"47.114, 18.754",47.114,18.754,
,,,,г. Pápa,,"47.332, 17.466",47.332,17.466,
,,,,дер. Pápateszér,,"47.384, 17.685",47.384,17.685,
,,,,дер. Parád,,"47.916, 20.038",47.916,20.038,
,,,,г. Pécel,,"47.490, 19.339",47.490,19.339,
,,,,г. Pécs,,"46.073, 18.233",46.073,18.233,
,,,,г. Будапешт: Pesthidegkút,,"47.541, 18.958",47.541,18.958,
,,,,г. Будапешт: Pestszentimre,,"47.382, 19.187",47.382,19.187,
,,,,дер. Peszér,,"47.421, 19.281",47.421,19.281,
,,,,дер. Pilis,,"47.288, 19.543",47.288,19.543,
,,,,дер. Pilismarót,,"47.788, 18.891",47.788,18.891,
,,,,дер. Pinnye,,"47.355, 16.754",47.355,16.754,
,,,,г. Ráckeve,,"47.159, 18.941",47.159,18.941,
,,,,г. Будапешт: Rákospalota,,"47.554, 19.124",47.554,19.124,
,,,,дер. Révfülöp,,"46.833, 17.620",46.833,17.620,
,,,,г. Simontornya,,"46.750, 18.551",46.750,18.551,
,,,,г. Sopron,,"47.685, 16.590",47.685,16.590,
,,,,дер. Szár,,"47.471, 18.535",47.471,18.535,
,,,,г. Szigetszentmiklós,,"47.345, 19.053",47.345,19.053,
,,,,дер. Szikra,,"47.250, 19.300",47.250,19.300,
,,,,дер. Tarcsa,,"47.133, 17.633",47.133,17.633,
,,,,г. Tata,,"47.647, 18.325",47.647,18.325,
,,,,дер. Tihany,,"46.912, 17.889",46.912,17.889,
,,,,г. Будакеси: Torbágy,,"47.500, 18.917",47.500,18.917,
,,,,г. Tököl,,"47.327, 18.969",47.327,18.969,
,,,,г. Törökbálint,,"47.442, 18.924",47.442,18.924,
,,,,г. Сегед: Újszeged,,"46.246, 20.162",46.246,20.162,
,,,,г. Vác,,"47.779, 19.126",47.779,19.126,
An annotated catalogue of the Buprestidae of Iran (Coleoptera: Buprestoidea),2015,"Hassan Ghaihari, Mark G. Volkovitsh, Charles L. Bellamy",Иран,Alborz,https://www.biotaxa.org/Zootaxa/article/view/zootaxa.3984.1.1,"35.48, 50.58",35.48,50.58,
,,,,East Azarbaijan,,"38.083, 46.767",38.083,46.767,
,,,,Guilan,,"37.2774, 49.5890",37.2774,49.5890,
,,,,Mazandaran,,"36.565, 53.058",36.565,53.058,
,,,,Tehran,,"35.68889, 51.38972",35.68889,51.38972,
-,1974,-,Россия,Уржум,,"57.114, 50.001",57.114,50.001,
,,,,Лазаревка,,"60.6904365, 28.8157773",60.6904365,28.8157773,
,,,,Пинюг,,"57.117202, 64.90478",57.117202,64.90478,
,,,,Верховино,,"57.2595, 49.1181",57.2595,49.1181,
,,,,Куклеша,,"56.661, 49.983",56.661,49.983,
,,,,Кырмыж,,"54.826, 55.933",54.826,55.933,
,,,,Архангельское,,"55.750, 37.617",55.750,37.617,
"Diversity and larval leaf-mining habits of Japanese jewel beetles of the tribe Tracheini (Coleoptera, Buprestidae)",2023,"Makoto Kato, Atsushi Kawakita",Япония,"Matsuo-kozan, , Iwate Pref; ",https://pmc.ncbi.nlm.nih.gov/articles/PMC10206759/,"39.700, 141.500",39.700,141.500,
,,,," Nasu, Nasu- gun, Tochigi Pref",,"36.950, 139.750",36.950,139.750,
"Contribution to the knowledge of beetles (Insecta Coleoptera) of some protected areas of Apulia, Basilicata and Calabria (Italy)",2020,Fernando Angelini,Италия,Caregano Promontory,https://www.researchgate.net/profile/Fernando-Angelini/publication/340342669_Contribution_to_the_knowledge_of_beetles_Insecta_Coleoptera_of_some_protected_areas_of_Apulia_Basilicata_and_Calabria_Italy/links/5e84830f299bf130796df5ad/Contribution-to-the-knowledge-of-beetles-Insecta-Coleoptera-of-some-protected-areas-of-Apulia-Basilicata-and-Calabria-Italy.pdf,"40.270, 15.920",40.270,15.920,
,,,,Pantano Lake of Pignola,,"40.560, 15.700",40.560,15.700,
,,,,M. Vulture Monicchio,,"40.930, 15.600",40.930,15.600,
,,,,Central Lukan Alpens,,"40.540, 15.710",40.540,15.710,
,,,,Polino massif,,"40.350, 16.590",40.350,16.590,
,,,,Sila Plateau,,"39.390, 16.590",39.390,16.590,
,,,,Aspromonte,,"38.150, 16.100",38.150,16.100,
"The Coleoptera of the British Islands. A descriptive account of the families, genera, and species indigenous to Great Britain and Ireland, with notes as to localities, habitats, etc.",1913,"W.W. Fowler, Horace St. John Donisthorpe",Англия,Donisthorpe: Pamber Forest,https://www.biodiversitylibrary.org/bibliography/14423,"51.324, -1.128",51.324,-1.128,
,,,,Walker: Bagley Wood,,"51.724, -1.270",51.724,-1.270,
,,,,Wigham: Poringland,,"52.572, 1.347",52.572,1.347,
,,,,Wigham: Norfolk ,,"52.670, 1.260",52.670,1.260,
The contribution that the management of land for sporting purposes has made to conservation in Lincolnshire,2013,Ian Macalpine-Leny,Англия,VC53 South Lincolnshire: Potterhanworth Wood,https://dn790002.ca.archive.org/0/items/lincolnshirenatu2832unse/lincolnshirenatu2832unse.pdf,"53.180, -0.380",53.180,-0.380,
,,,,VC54 North Lincolnshire: Bardney Limewoods NNR,,"53.220, -0.330",53.220,-0.330,
"Записки Крымского общества естествоиспытателей и любителей природы, том 5",1916,ред. Н.Н. Клепинин,Россия,Севастополь,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjaoPKLv-yTAxUWAxAIHVPzLVYQFnoECDgQAQ&url=https%3A%2F%2Firbis-nbuv.gov.ua%2Fulib%2Fitem%2Fukr0000021426&usg=AOvVaw0yH8mlAMAv_hsCtHZrwrpw&opi=89978449,"44.6167, 33.5333",44.6167,33.5333,
,,,,Инкерман,,"44.6142, 33.6083",44.6142,33.6083,
,,,,ст. Бельбек,,"44.6833, 33.5833",44.6833,33.5833,
,,,,Кишлан,,"44.6333, 33.8000",44.6333,33.8000,
,,,,Альма,,"44.8458, 33.5939",44.8458,33.5939,
,,,,Симферополь,,"44.9569, 34.1106",44.9569,34.1106,
,,,,Дегерменкой (Христофоров),,"44.5944, 34.3194",44.5944,34.3194,
The naturalist. P. 71,1878,Wrigglesworth,Англия,Йоркшир: Brough,,"53.72861, -0.57215",53.72861,-0.57215,
,,,,Йоркшир: South Cave,,"53.7667, -0.6000",53.7667,-0.6000,
,,,,Йоркшир: Holm-on-Spalding-Moor,,"53.836527, -0.7782",53.836527,-0.7782,
,,,,Йоркшир: Market Weighton,,"53.8642, -0.6624",53.8642,-0.6624,
"British entomology, vol. 2",1829,John Curtis,Англия,Surrey: Coombe Wood,https://dn790000.ca.archive.org/0/items/b21300185_0002/b21300185_0002.pdf,"51.4167, -0.1000",51.4167,-0.1000,
,,,,Эссекс: Epping Forest,,"51.6500, 0.0500",51.6500,0.0500,
,,,,Bedfordshire: Clapham,,"52.1649, -0.5020",52.1649,-0.5020,
,,,,Bedfordshire: Park Wood,,"52.1594, -0.4739",52.1594,-0.4739,
,,,,Кент: Darent,,"51.4218, 0.2345",51.4218,0.2345,
,,,,Norwood,,"51.5000, -0.3667",51.5000,-0.3667,
Жуки России и Западной Европы,1905,Г.Г. Якобсон,Россия,"Архангельская губерния, Кольский полуостров",пдф зин,-,-,-,
,,,,Олонецкая губерния,,-,-,-,
,,,,Вологодская губерния,,-,-,-,
,,,,Бессарабская губерния,,-,-,-,
,,,,Херсонская губерния,,-,-,-,
,,,,Харьковская губерния,,-,-,-,
,,,,Воронежская губерния,,-,-,-,
,,,,Саратовская губерния,,-,-,-,
,,,,Оренбургская губерния,,-,-,-,
,,,,Кутаисская губерния,,-,-,-,
,,,,Елисаветпольская губерния,,-,-,-,
,,,,Дагестанская область,,-,-,-,
,,,,Таврическая губерния (?),,-,-,-,
,,,,Томская губерния,,-,-,-,
,,,,Акмолинская область,,-,-,-,
,,,,Амурская область,,-,-,-,
,,,,"Приморская область (Хабаровск, Южно-Уссурийский край)",,-,-,-,
Вредные насекомые природных лесов и лесопосадок по государственной лесной защитной полосе Саратов—Камышин,1951,"Л. З. Захаров, В. Г. Левкович",Россия,Государственная лесная защитная полоса Саратов—Камышин,пдф зин,"50.8083, 45.7084",50.8083,45.7084,
Некоторые черты фауны насекомых искусственных насаждений в степях Восточной Украины,1953,С.И. Медведев,Украина,с. Разумовка ,пдф зин,"47.7542, 35.1408",47.7542,35.1408,
Výsledky zoologické expedice Národního muzea v Praze do Turecka. 15. Coleoptera IV. Buprestidae,1953,Jan Obenberger,Болгария,с. Свиленград ,пдф зин,"41.7667, 26.2000",41.7667,26.2000,
Наиболее вредные насекомые на древесных и кустарниковых породах учебно-опытного лесхоза,1957,"П. А. Положенцев, Н. И. Коровина",Россия,Учебно-опытный лесхоз Воронежского лесотехнического института,пдф зин,"51.72385, 39.224989",51.72385,39.224989,
А Catalogue of the Jewel Beetles of Bulgaria ,2003,"Vladimir P. Sakalian",Болгария,Byala Slatina,https://books.google.com/books?hl=ru&lr=&id=AFdTVTsJTG0C&oi=fnd&pg=PA7&dq=%D0%90+Catalogue+of+the+Jewel+Beetles+of+Bulgaria+&ots=rTvc1bIsrZ&sig=CPi8mkDzvAQUyx6OStNpHJbA3tc,"43.4667, 23.9333",43.4667,23.9333,
,,,,Tabachka,,"43.6167, 25.9833",43.6167,25.9833,
,,,,Razgrad,,"43.5333, 26.5167",43.5333,26.5167,
,,,,Vetren,,"42.2667, 24.0500",42.2667,24.0500,
,,,,Karakuz,,"44.0167, 27.1667",44.0167,27.1667,
,,,,Godech,,"43.0167, 23.0500",43.0167,23.0500,
,,,,Burziya,,"43.1922, 23.1567",43.1922,23.1567,
,,,,Sofia,,"42.6975, 23.3242",42.6975,23.3242,
,,,,Kokalyane,,"42.6000, 23.4167",42.6000,23.4167,
,,,,Dolni Pasarel,,"42.4000, 23.4167",42.4000,23.4167,
,,,,Germanski Manastir,,"42.6167, 23.3167",42.6167,23.3167,
,,,,Urvich,,"42.6333, 23.3667",42.6333,23.3667,
,,,,Lyulin,,"42.7000, 23.2333",42.7000,23.2333,
,,,,Bosnek,,"42.4667, 23.2000",42.4667,23.2000,
,,,,Kopitoto,,"42.5667, 23.2833",42.5667,23.2833,
,,,,Mazarachovo,,"42.3667, 22.8500",42.3667,22.8500,
,,,,Sliven,,"42.6833, 26.3333",42.6833,26.3333,
,,,,Pazardzhik,,"42.2000, 24.3333",42.2000,24.3333,
,,,,Krichim,,"42.0500, 24.4667",42.0500,24.4667,
,,,,Plovdiv,,"42.1500, 24.7500",42.1500,24.7500,
,,,,Asenovgrad,,"42.0167, 24.8667",42.0167,24.8667,
,,,,Svilengrad,,"41.7684, 26.1978",41.7684,26.1978,
,,,,Rilski Manastir,,"42.1333, 23.3333",42.1333,23.3333,
,,,,Belasitsa,,"41.3333, 23.1333",41.3333,23.1333,
,,,,Kresna,,"41.7333, 23.1500",41.7333,23.1500,
,,,,Kresna Gorge,,"41.8000, 23.1667",41.8000,23.1667,
,,,,Sandanski,,"41.5667, 23.2833",41.5667,23.2833,
,,,,Lilyanov,,"41.5500, 23.2667",41.5500,23.2667,
,,,,Melnik,,"41.5167, 23.4000",41.5167,23.4000,
,,,,Rozhen,,"41.5333, 23.4333",41.5333,23.4333,
,,,,Popina Luka,,"41.6333, 23.4500",41.6333,23.4500,
,,,,Kamentsa Hut,,"41.6667, 23.4500",41.6667,23.4500,
,,,,Gotse Delchev,,"41.5667, 23.7333",41.5667,23.7333,
,,,,Bachkovo,,"41.9500, 24.8500",41.9500,24.8500,
,,,,Bachkovski Manastir,,"41.9500, 24.8500",41.9500,24.8500,
,,,,Kamchiya Valley,,"43.0000, 27.9167",43.0000,27.9167,
,,,,Arkutino,,"42.3167, 27.7500",42.3167,27.7500,
,,,,Ropotamo Valley,,"42.3000, 27.7333",42.3000,27.7333,
The species of Buprestidae (Coleoptera) of the Hortobágy National Park,1983,Gy. Somorjai,Венгрия,Hortobágy National Park,,"47.55867, 21.05561",47.55867,21.05561,
Buprestidae (Coleoptera) of Roztocze,1998,Т.П. Яницкий,Украина,Розточье,,"50.3652, 22.5801",50.3652,22.5801,
"Златки (Coleoptera, Buprestidae) Волыно-Подолья",2003,Т.П. Яницкий,Украина,Волынская возвышенность,,"50.2000, 25.5000",50.2000,25.5000,
,,,,Малое Полесье,,"50.2167, 26.8333",50.2167,26.8333,
,,,,Западное Подолье,,"49.1500, 25.7333",49.1500,25.7333,
,,,,Восточное Подолье,,"48.5000, 28.0000",48.5000,28.0000,
,,,,Росточье,,"50.4711, 23.4197",50.4711,23.4197,
,,,,Ополье,,"49.5000, 24.5000",49.5000, 24.5000,
,,,,Прут-Днестровское междуречье,,"48.3000, 26.5000",48.3000,26.5000,
Beiträge zur Käferfauna der Bucovina und Nordrumäniens,1888,Constantin von Hormuzaki,Румыния,с. Horecea,,"47.9533, 26.0083",47.9533,26.0083,
,,,,с. Dulcesti,,"46.9500, 26.9167",46.9500,26.9167,
Bulletin de la Société d’Histoire Naturelle de Colmar,1819,-,Франция,Саверн: Хохбарр,,"48.723854, 7.337816",48.723854,7.337816,
Enumeratio insectorum norvegicorum,1957,Johan Heinrich Spalckhauer Siebke et al.,Норвегия,Христиания (Oslo),,"59.9133, 10.7389",59.9133,10.7389,
,,,,г. Драммен (Drammen),,"59.7439, 10.2045",59.7439,10.2045,
,,,,хутор Нордрехауг (Nordrehaug),,,61.5391,11.2275,
,,,,ком. Крюдсхерред (Krødsherad),,,60.1950,9.6644,
,,,,долина Odalen,,,60.3295,11.6144,
"The Coleoptera of the British islands
",1913,W.W. Fowler,Англия,Cobham,,,51.3167,-0.4167,
,,,,Chatham,,,51.3800,0.5200,
,,,,Darenth Wood,,,51.4305,0.2685,
,,,,Coombe Wood,,,51.4250,-0.2450,
,,,,Chattenden,,,51.4167,0.5167,
,,,,Hastings,,,50.8500,0.5700,
,,,,Portsmouth district,,,50.7990,-1.0490,
,,,,Dorset,,,50.8000,-2.3000,
,,,,"Lords Wood, Southampton",,,50.9430,-1.4320,
,,,,Huntingdonshire,,,52.3500,-0.1910,
,,,,"Wood Ditton, Cambridge",,,52.2000,0.3167,
,,,,"Langworth Wood, Lincoln",,,53.2333,-0.4333,
Compte rendu faunistique de l'excursion de la Société Entomologique de France en Limousin (24-25-26 Juin 1995),1995,Laurent Chabrol et al. ,Франция,Пустошь Senoueix,,,45.8175,1.9964,
,,,,Пустошь и болото Rochers de Clamouzat,,,45.8165,1.9534,
,,,,Торфяник Chabanne,,,45.6790,1.9838,
Quelques mots sur sa Flore et sa Faune entomologique,1972,-,Франция,Эн: Belley,,"45.7594, 5.6886",45.7594,5.6886,
Mémoires de la Société nationale des sciences naturelles et mathématiques de Cherbourg,1923,,Франция,Ducey (ныне Ducey-Les Chéris),,,48.6182,-1.2922,
,,,,Coutances,,,49.0478,-1.4455,
,,,,Barneville-Carteret,,,49.3811,-1.7531,
